customer_id,loan_amount,tenure_months,interest_rate,loan_type,application_date,default_flag
CUST004378,188518.66,24,9.76,Personal,2024-05-27,1
CUST004379,1164494.81,36,11.37,Business,2023-12-27,0
CUST004380,401924.48,84,6.65,Business,2025-06-24,0
CUST004381,210118.0,84,7.53,Auto,2025-09-29,0
CUST004382,374760.2,60,6.55,Personal,2023-06-29,0
CUST004383,216661.04,60,7.07,Personal,2024-11-03,0
CUST004384,46011.35,12,6.0,Business,2025-01-18,0
CUST004385,1080703.28,60,13.08,Home,2025-07-01,1
CUST004386,139621.2,24,7.4,Business,2023-05-15,0
CUST004387,972371.47,48,12.94,Personal,2024-06-28,0
CUST004388,137748.7,24,12.12,Auto,2023-01-01,0
CUST004389,1188312.47,60,8.07,Business,2024-08-06,0
CUST004390,1014278.01,12,16.37,Home,2024-05-11,0
CUST004391,99716.2,60,6.14,Personal,2023-05-08,0
CUST004392,854729.12,60,12.56,Business,2025-06-21,0
CUST004393,916273.18,84,14.68,Personal,2023-01-03,0
CUST004394,658426.77,84,9.53,Auto,2023-11-20,1
CUST004395,232263.15,84,9.25,Education,2024-10-27,0
CUST004396,135553.81,24,10.95,Auto,2023-01-10,0
CUST004397,1198746.24,12,11.07,Auto,2025-11-08,1
CUST004398,108135.22,24,10.23,Auto,2025-12-03,0
CUST004399,367785.56,24,7.09,Education,2023-01-16,0
CUST004400,363146.53,36,10.65,Education,2023-09-10,0
CUST004401,764680.01,60,9.57,Business,2024-11-08,0
CUST004402,28784.02,120,13.6,Auto,2024-10-12,0
CUST004403,361180.22,120,13.34,Auto,2024-09-28,0
CUST004404,214398.29,48,10.45,Home,2023-04-12,0
CUST004405,345754.43,84,10.79,Business,2023-06-13,0
CUST004406,91024.66,60,6.0,Business,2024-06-25,0
CUST004407,366708.21,48,13.92,Auto,2024-07-12,0
CUST004408,451344.82,48,12.51,Home,2023-07-28,0
CUST004409,662815.38,48,11.79,Auto,2025-03-15,0
CUST004410,391609.41,48,17.62,Personal,2024-05-03,0
CUST004411,213143.87,24,7.28,Personal,2024-07-18,0
CUST004412,1076760.91,48,6.0,Auto,2023-04-24,0
CUST004413,79421.52,48,9.71,Auto,2025-11-14,1
CUST004414,539451.41,12,9.94,Personal,2023-05-22,0
CUST004415,972292.04,120,6.0,Auto,2025-09-15,0
CUST004416,92241.36,48,6.01,Personal,2025-09-24,0
CUST004417,422699.78,120,6.0,Education,2025-02-21,0
CUST004418,359269.65,60,14.02,Education,2024-09-12,0
CUST004419,332916.44,36,8.08,Home,2024-07-05,0
CUST004420,279490.87,48,10.08,Auto,2025-11-17,1
CUST004421,884883.96,36,6.07,Personal,2023-07-29,0
CUST004422,189703.65,120,8.17,Business,2023-05-12,0
CUST004423,208881.15,60,7.27,Business,2025-11-13,0
CUST004424,390782.81,48,16.79,Personal,2024-06-21,0
CUST004425,368049.76,12,14.79,Business,2025-11-22,0
CUST004426,420669.5,12,10.83,Education,2023-07-03,1
CUST004427,720127.22,120,11.52,Home,2023-09-11,0
CUST004428,940034.71,36,8.39,Auto,2024-06-06,0
CUST004429,274080.45,48,7.47,Home,2023-09-19,0
CUST004430,103964.07,84,8.79,Education,2024-09-22,0
CUST004431,1047985.22,12,12.23,Business,2025-10-15,1
CUST004432,864330.19,120,7.91,Education,2023-04-30,0
CUST004433,316153.62,48,10.99,Auto,2025-03-17,0
CUST004434,660335.3,36,8.42,Auto,2024-01-21,0
CUST004435,424424.33,12,9.54,Education,2024-10-16,1
CUST004436,696490.43,48,9.77,Auto,2025-03-13,0
CUST004437,594933.42,12,8.64,Auto,2025-03-05,0
CUST004438,403576.17,60,11.11,Home,2025-12-18,0
CUST004439,311591.52,24,12.02,Personal,2023-03-17,1
CUST004440,204280.18,120,10.68,Auto,2024-11-24,0
CUST004441,804095.57,60,10.66,Home,2023-11-14,0
CUST004442,313505.74,24,9.89,Auto,2024-08-19,1
CUST004443,490474.77,24,14.11,Personal,2025-11-10,0
CUST004444,85100.29,36,8.14,Education,2024-02-03,0
CUST004445,711043.43,60,12.88,Personal,2023-01-08,0
CUST004446,610444.04,36,8.71,Auto,2023-06-11,0
CUST004447,415157.28,48,11.66,Business,2024-10-19,0
CUST004448,330575.22,36,13.4,Business,2024-12-12,0
CUST004449,876253.72,24,13.56,Personal,2023-10-24,0
CUST004450,559336.09,120,8.98,Business,2024-03-10,0
CUST004451,676029.45,36,16.56,Personal,2025-08-23,0
CUST004452,342834.73,48,6.01,Personal,2025-11-16,0
CUST004453,125090.67,36,13.69,Home,2023-10-17,0
CUST004454,603588.06,60,15.5,Personal,2025-10-11,0
CUST004455,314331.27,36,9.58,Education,2025-04-10,0
CUST004456,575399.41,12,7.27,Personal,2025-07-28,0
CUST004457,177724.73,120,16.51,Home,2025-07-26,0
CUST004458,185100.0,84,16.11,Education,2023-12-02,0
CUST004459,968353.2,48,6.94,Auto,2023-12-31,0
CUST004460,375815.18,120,7.53,Business,2023-01-27,0
CUST004461,814878.77,120,12.04,Education,2023-10-06,0
CUST004462,303881.23,48,9.7,Personal,2023-12-02,0
CUST004463,1019439.29,84,15.59,Auto,2024-02-13,0
CUST004464,735478.47,36,6.0,Home,2023-06-03,1
CUST004465,1025857.37,120,8.39,Auto,2024-03-31,0
CUST004466,409167.94,84,7.06,Home,2025-11-18,0
CUST004467,156603.26,24,7.58,Business,2025-01-13,1
CUST004468,554350.91,36,6.0,Personal,2025-12-02,0
CUST004469,618616.73,36,10.38,Education,2025-10-25,1
CUST004470,367387.01,12,11.55,Education,2023-11-25,0
CUST004471,360547.07,84,11.48,Auto,2024-08-27,0
CUST004472,255115.93,84,14.69,Personal,2024-04-20,0
CUST004473,1138559.01,36,13.81,Personal,2025-10-02,0
CUST004474,496125.29,84,6.58,Auto,2024-01-28,1
CUST004475,154125.74,12,10.37,Personal,2025-03-04,0
CUST004476,480834.31,12,11.55,Auto,2023-12-06,0
CUST004477,239355.91,36,8.82,Personal,2024-08-29,1
CUST004478,1730229.47,36,10.85,Home,2025-12-15,0
CUST004479,738873.22,24,8.72,Auto,2024-10-18,1
CUST004480,161337.0,36,8.15,Education,2025-01-17,0
CUST004481,90949.61,24,11.57,Education,2023-02-25,0
CUST004482,214250.76,60,9.65,Personal,2023-06-04,0
CUST004483,516180.06,60,14.05,Personal,2024-11-20,0
CUST004484,157602.52,84,12.38,Auto,2025-07-04,0
CUST004485,108340.93,120,11.1,Education,2024-01-15,0
CUST004486,308218.43,60,13.18,Auto,2025-01-15,0
CUST004487,348817.02,36,6.0,Business,2025-11-23,0
CUST004488,206107.4,48,7.4,Home,2024-10-23,0
CUST004489,151699.55,60,9.4,Auto,2025-12-23,0
CUST004490,477634.62,84,17.76,Business,2024-02-10,0
CUST004491,281027.18,84,13.86,Auto,2025-03-02,0
CUST004492,612010.97,48,11.47,Home,2024-05-06,0
CUST004493,210299.94,60,9.15,Home,2024-12-19,0
CUST004494,427261.79,24,8.91,Personal,2025-11-22,1
CUST004495,199806.71,120,12.82,Business,2023-06-20,0
CUST004496,238590.3,60,9.02,Education,2024-03-23,0
CUST004497,612254.98,12,12.72,Auto,2023-04-19,0
CUST004498,292095.0,12,12.79,Home,2025-07-31,1
CUST004499,342520.33,48,7.84,Business,2025-03-25,0
CUST004500,234190.26,84,10.99,Education,2024-06-13,0
CUST004501,338256.75,60,11.56,Personal,2023-06-02,0
CUST004502,307308.0,24,8.95,Home,2023-03-14,0
CUST004503,1066715.42,84,8.42,Auto,2023-06-30,1
CUST004504,794403.68,36,12.37,Business,2023-12-21,0
CUST004505,248930.18,48,6.0,Home,2024-06-28,0
CUST004506,155599.81,36,14.09,Education,2025-10-28,0
CUST004507,174432.78,36,10.11,Auto,2023-04-23,0
CUST004508,47223.56,12,6.3,Home,2024-07-18,0
CUST004509,1117204.79,24,10.55,Personal,2025-09-04,1
CUST004510,89997.77,84,12.39,Personal,2024-01-02,0
CUST004511,1124675.07,120,10.13,Business,2025-06-06,0
CUST004512,156204.16,120,9.35,Personal,2025-06-24,0
CUST004513,369380.81,84,13.49,Education,2025-12-12,0
CUST004514,275907.18,36,8.9,Personal,2025-07-14,0
CUST004515,505913.99,120,16.76,Auto,2023-02-27,0
CUST004516,679932.19,48,6.66,Auto,2025-11-14,1
CUST004517,533040.01,12,12.4,Education,2023-06-27,0
CUST004518,498728.9,24,12.6,Business,2025-01-02,0
CUST004519,738530.82,12,13.05,Auto,2024-08-30,0
CUST004520,532647.83,24,12.11,Business,2024-10-26,0
CUST004521,333181.9,36,6.0,Home,2024-01-17,0
CUST004522,166622.62,120,7.07,Education,2023-04-19,0
CUST004523,904176.64,24,12.96,Business,2023-01-13,1
CUST004524,103498.92,48,12.45,Home,2025-04-02,0
CUST004525,1029904.57,24,11.22,Auto,2024-09-07,0
CUST004526,242361.86,12,9.76,Education,2024-10-26,0
CUST004527,163442.12,120,14.81,Personal,2025-10-08,0
CUST004528,333690.5,84,12.69,Home,2023-02-05,0
CUST004529,239501.5,48,13.19,Home,2023-07-03,0
CUST004530,491152.24,48,14.15,Home,2025-04-12,1
CUST004531,171823.74,24,6.65,Personal,2024-05-07,0
CUST004532,822176.63,12,12.94,Auto,2023-11-24,0
CUST004533,368259.95,12,15.71,Personal,2024-02-18,1
CUST004534,97199.19,84,10.45,Business,2024-05-25,0
CUST004535,1571667.79,48,10.27,Business,2025-08-25,1
CUST004536,673448.08,48,12.23,Personal,2024-07-15,0
CUST004537,171083.36,48,9.13,Home,2023-08-13,0
CUST004538,830601.28,84,11.15,Home,2024-11-20,0
CUST004539,302817.62,120,8.05,Education,2025-05-25,0
CUST004540,538162.9,48,7.75,Business,2025-07-24,0
CUST004541,703498.22,12,13.04,Education,2025-12-22,0
CUST004542,303417.5,12,14.13,Auto,2023-03-16,0
CUST004543,184946.45,84,13.72,Personal,2025-06-14,1
CUST004544,450308.42,60,8.87,Personal,2023-12-31,0
CUST004545,182563.36,48,11.02,Business,2024-01-30,0
CUST004546,550806.36,84,12.18,Personal,2025-04-07,0
CUST004547,257641.68,24,12.12,Home,2025-10-05,0
CUST004548,796491.4,60,7.86,Home,2023-09-18,1
CUST004549,248824.39,48,10.12,Home,2023-05-06,0
CUST004550,805638.26,24,10.89,Personal,2023-06-07,0
CUST004551,301796.64,48,7.64,Auto,2023-10-05,0
CUST004552,714613.62,48,10.93,Education,2023-12-29,0
CUST004553,1032494.36,84,8.58,Auto,2023-04-27,0
CUST004554,61939.7,120,12.68,Home,2023-01-07,0
CUST004555,696423.96,24,13.42,Home,2023-04-19,0
CUST004556,320070.66,60,13.16,Home,2023-08-27,0
CUST004557,310393.88,24,12.59,Home,2023-10-14,0
CUST004558,49797.93,84,6.0,Education,2024-09-01,0
CUST004559,177622.0,60,10.76,Business,2025-09-19,0
CUST004560,94949.86,24,9.87,Education,2024-07-11,0
CUST004561,344672.93,24,10.04,Auto,2025-04-10,0
CUST004562,99391.69,60,12.21,Home,2023-04-28,0
CUST004563,189428.56,60,9.91,Auto,2024-12-19,0
CUST004564,678021.29,60,13.02,Auto,2025-04-20,0
CUST004565,200373.86,24,12.26,Education,2023-03-26,0
CUST004566,345184.8,36,12.02,Personal,2023-12-06,0
CUST004567,224961.19,36,9.82,Education,2025-01-18,0
CUST004568,446367.84,24,14.11,Auto,2025-04-10,0
CUST004569,1094655.56,36,12.98,Personal,2024-01-18,0
CUST004570,462678.23,36,14.34,Home,2023-10-14,0
CUST004571,386673.53,84,6.05,Auto,2025-11-06,0
CUST004572,1048219.94,60,10.2,Auto,2024-07-29,0
CUST004573,1214694.55,48,11.13,Education,2023-11-10,0
CUST004574,353473.37,84,15.81,Personal,2023-09-30,0
CUST004575,205373.8,24,15.13,Education,2025-10-30,0
CUST004576,236815.2,24,12.2,Home,2025-07-21,0
CUST004577,614175.23,48,16.22,Auto,2025-07-06,0
CUST004578,735678.06,12,6.28,Home,2023-01-07,0
CUST004579,440934.96,84,11.23,Education,2023-03-29,0
CUST004580,834306.74,48,8.15,Education,2024-01-08,0
CUST004581,262808.24,12,7.57,Business,2024-05-03,1
CUST004582,230988.61,48,13.8,Education,2023-07-07,1
CUST004583,316023.01,12,16.96,Home,2025-09-25,0
CUST004584,213255.85,60,7.53,Auto,2024-10-16,0
CUST004585,174708.61,24,10.52,Education,2024-04-13,0
CUST004586,154326.74,48,12.1,Education,2024-01-13,0
CUST004587,297782.8,84,14.97,Personal,2025-04-20,0
CUST004588,78810.26,12,10.19,Education,2023-02-21,0
CUST004589,830837.32,48,8.43,Auto,2024-07-23,1
CUST004590,1834842.53,36,11.0,Business,2023-04-13,0
CUST004591,330955.02,84,6.81,Education,2024-07-28,0
CUST004592,1088759.87,120,15.92,Business,2024-12-11,0
CUST004593,827713.47,24,12.8,Home,2024-02-27,1
CUST004594,652641.79,120,9.29,Auto,2025-11-16,0
CUST004595,526959.84,36,10.69,Business,2023-05-04,0
CUST004596,424924.4,12,10.71,Personal,2024-03-01,0
CUST004597,800653.61,48,14.8,Auto,2023-03-07,0
CUST004598,130369.94,120,11.16,Personal,2024-01-18,0
CUST004599,62427.52,12,14.59,Education,2024-04-27,0
CUST004600,132631.75,48,9.28,Auto,2023-12-08,1
CUST004601,526745.68,84,10.45,Personal,2025-05-01,1
CUST004602,792280.05,12,14.09,Auto,2025-05-25,0
CUST004603,458632.97,36,13.81,Home,2023-03-16,0
CUST004604,677244.48,24,10.71,Home,2025-01-11,0
CUST004605,555444.21,84,7.42,Personal,2023-09-20,0
CUST004606,251907.28,60,10.64,Auto,2023-12-06,0
CUST004607,1003781.78,120,6.46,Business,2024-01-23,0
CUST004608,697046.68,36,13.1,Education,2023-08-04,0
CUST004609,287657.85,60,13.33,Personal,2024-07-17,0
CUST004610,1016449.9,36,11.5,Personal,2023-06-30,0
CUST004611,697594.01,12,9.98,Personal,2023-11-29,0
CUST004612,332457.22,84,7.79,Home,2023-05-19,0
CUST004613,520286.99,36,7.26,Home,2024-07-08,0
CUST004614,212605.67,36,10.62,Personal,2023-01-08,0
CUST004615,545134.63,48,7.91,Home,2023-07-16,0
CUST004616,985727.26,120,15.3,Personal,2024-04-04,0
CUST004617,687222.76,48,15.25,Personal,2023-03-31,0
CUST004618,501098.02,36,13.23,Education,2024-05-08,0
CUST004619,415559.21,84,6.53,Auto,2024-12-15,0
CUST004620,216429.73,24,10.51,Business,2024-05-14,1
CUST004621,148370.09,12,7.59,Personal,2025-05-17,0
CUST004622,53488.72,120,13.99,Education,2025-12-14,0
CUST004623,493891.43,12,12.13,Home,2023-05-12,0
CUST004624,1133314.82,84,12.54,Education,2024-02-16,1
CUST004625,266326.94,120,8.59,Personal,2023-07-04,0
CUST004626,543174.6,12,11.89,Auto,2024-01-28,1
CUST004627,1495018.84,120,9.5,Home,2024-05-04,0
CUST004628,154803.4,36,10.3,Business,2023-03-10,0
CUST004629,661183.94,120,13.84,Education,2024-08-06,0
CUST004630,493557.75,36,14.11,Personal,2025-06-23,0
CUST004631,179986.15,84,14.57,Home,2024-04-24,0
CUST004632,128461.55,36,12.04,Education,2023-05-06,0
CUST004633,528481.75,60,8.19,Home,2025-11-21,0
CUST004634,401753.8,120,10.07,Auto,2023-12-27,0
CUST004635,710798.55,60,13.52,Business,2024-03-08,0
CUST004636,594664.37,60,11.78,Home,2024-08-14,0
CUST004637,178779.06,12,11.27,Personal,2024-06-30,0
CUST004638,934959.24,60,11.03,Auto,2024-11-19,0
CUST004639,421516.22,36,11.54,Personal,2025-03-27,0
CUST004640,184765.59,24,10.67,Home,2023-05-02,0
CUST004641,1420074.42,12,14.22,Education,2025-06-28,0
CUST004642,76263.38,48,8.53,Auto,2023-05-27,1
CUST004643,587029.93,48,11.49,Home,2025-12-09,1
CUST004644,334963.58,60,12.91,Personal,2024-11-22,0
CUST004645,508646.07,12,10.46,Education,2024-01-10,0
CUST004646,756912.28,120,13.37,Auto,2023-05-25,0
CUST004647,608688.94,36,7.89,Home,2025-01-16,0
CUST004648,703802.88,120,14.65,Auto,2024-05-24,0
CUST004649,157778.33,48,15.97,Business,2023-07-01,0
CUST004650,633977.78,84,6.0,Home,2024-06-16,1
CUST004651,188709.09,12,8.78,Business,2025-04-25,0
CUST004652,192358.97,24,11.97,Education,2025-07-22,0
CUST004653,280833.33,84,10.62,Business,2023-10-12,0
CUST004654,1119787.71,36,12.71,Home,2025-06-12,0
CUST004655,154412.72,36,8.94,Business,2024-07-11,0
CUST004656,977215.72,24,12.03,Education,2025-11-11,0
CUST004657,210733.87,84,7.49,Auto,2024-04-17,0
CUST004658,626160.21,84,13.52,Auto,2025-11-16,0
CUST004659,536265.8,12,10.79,Home,2024-07-20,0
CUST004660,773301.07,120,16.87,Education,2025-01-29,1
CUST004661,86089.03,12,14.03,Education,2023-02-06,0
CUST004662,521088.73,12,16.8,Home,2024-11-29,0
CUST004663,437937.09,84,7.34,Personal,2024-09-22,0
CUST004664,224033.67,60,9.71,Personal,2025-10-10,0
CUST004665,236859.85,24,9.04,Personal,2025-06-24,0
CUST004666,804912.17,48,15.08,Personal,2023-05-30,0
CUST004667,514689.0,36,11.78,Auto,2024-03-27,1
CUST004668,248159.98,24,15.51,Education,2024-03-02,0
CUST004669,267560.85,120,7.06,Business,2025-01-09,0
CUST004670,116739.5,36,9.07,Education,2024-12-27,0
CUST004671,265463.94,60,15.22,Business,2025-09-09,0
CUST004672,772094.51,120,13.23,Home,2025-02-27,0
CUST004673,414696.03,12,15.91,Education,2025-09-25,0
CUST004674,445482.82,84,12.09,Business,2025-06-01,0
CUST004675,307264.44,84,12.63,Auto,2024-10-09,0
CUST004676,757757.02,24,13.2,Auto,2025-06-10,0
CUST004677,766420.58,12,12.91,Home,2024-03-07,0
CUST004678,485086.17,84,9.36,Business,2025-07-20,1
CUST004679,450739.72,48,8.31,Home,2024-03-04,0
CUST004680,131335.29,60,8.65,Personal,2025-06-15,0
CUST004681,263803.73,24,9.71,Education,2023-08-27,1
CUST004682,213836.05,24,8.06,Home,2023-11-25,0
CUST004683,399179.74,60,11.88,Home,2023-10-09,0
CUST004684,1493816.61,12,6.11,Personal,2023-06-21,0
CUST004685,849319.95,24,6.29,Business,2025-12-28,0
CUST004686,444733.99,120,10.78,Personal,2023-09-18,0
CUST004687,699361.86,60,13.29,Auto,2023-05-16,0
CUST004688,450427.45,36,9.76,Personal,2023-06-11,0
CUST004689,505990.75,60,7.7,Education,2025-08-02,0
CUST004690,228541.57,84,14.13,Auto,2025-06-19,0
CUST004691,183726.74,12,15.51,Home,2025-06-18,1
CUST004692,523801.13,84,11.1,Business,2024-05-19,1
CUST004693,392879.07,36,11.82,Business,2025-07-22,1
CUST004694,1016532.81,84,16.53,Education,2023-10-05,1
CUST004695,498415.03,120,11.25,Personal,2025-09-10,0
CUST004696,570484.02,120,6.0,Auto,2023-06-24,1
CUST004697,486011.68,84,11.14,Personal,2025-07-13,0
CUST004698,258366.79,84,7.06,Education,2025-12-05,0
CUST004699,1137515.87,120,20.19,Education,2023-05-17,0
CUST004700,113501.35,36,18.71,Education,2025-08-25,0
CUST004701,227682.16,84,11.51,Education,2024-09-09,0
CUST004702,127865.8,120,15.36,Education,2024-11-20,0
CUST004703,560419.11,12,10.15,Auto,2023-10-22,1
CUST004704,494690.77,60,9.92,Home,2023-11-10,1
CUST004705,749790.39,48,7.72,Education,2023-01-19,0
CUST004706,542393.84,120,14.28,Business,2024-04-21,0
CUST004707,961343.72,36,12.09,Home,2025-04-14,0
CUST004708,494387.12,120,11.68,Business,2023-05-06,0
CUST004709,167796.36,24,12.26,Business,2024-05-08,0
CUST004710,434471.67,48,12.89,Personal,2023-09-30,0
CUST004711,1081421.43,36,11.9,Education,2023-02-15,0
CUST004712,866850.62,60,6.82,Home,2023-09-18,0
CUST004713,100061.29,84,12.15,Business,2024-09-13,0
CUST004714,141728.55,12,12.92,Auto,2023-01-04,0
CUST004715,192463.49,84,9.64,Education,2023-10-23,0
CUST004716,1839039.34,36,13.4,Business,2025-05-08,0
CUST004717,733840.18,48,12.17,Personal,2025-12-01,0
CUST004718,1105053.18,48,9.06,Auto,2024-12-18,0
CUST004719,645762.82,24,13.05,Home,2025-01-19,0
CUST004720,738462.31,60,13.83,Business,2023-09-02,0
CUST004721,805761.65,12,14.08,Home,2023-07-09,0
CUST004722,1837739.44,84,14.64,Home,2024-05-20,1
CUST004723,31682.47,24,6.83,Education,2025-01-03,0
CUST004724,288782.45,48,8.62,Business,2025-07-08,0
CUST004725,124259.07,60,13.76,Business,2024-12-17,0
CUST004726,646203.34,24,15.59,Auto,2024-02-22,1
CUST004727,278253.46,12,13.33,Business,2024-08-09,0
CUST004728,269393.4,24,15.01,Business,2024-03-31,0
CUST004729,473674.63,36,12.52,Home,2023-06-12,0
CUST004730,111186.68,36,12.67,Home,2024-07-27,0
CUST004731,532006.83,24,7.72,Home,2023-04-15,0
CUST004732,419909.28,84,15.09,Home,2024-12-13,0
CUST004733,501167.03,12,9.45,Auto,2023-11-29,0
CUST004734,553597.1,48,9.28,Home,2025-04-24,0
CUST004735,354856.92,60,13.36,Personal,2024-09-01,0
CUST004736,391507.88,60,8.16,Business,2023-08-22,0
CUST004737,548283.75,60,7.44,Business,2023-12-09,0
CUST004738,353613.12,24,15.2,Auto,2024-02-24,0
CUST004739,539194.52,24,9.99,Personal,2025-06-08,0
CUST004740,1090560.67,24,10.69,Personal,2025-09-24,0
CUST004741,302131.85,24,13.62,Home,2024-04-04,0
CUST004742,226537.49,60,16.03,Auto,2025-05-18,0
CUST004743,445926.28,48,9.42,Auto,2024-10-30,0
CUST004744,1060650.63,120,11.74,Auto,2025-09-20,0
CUST004745,563187.47,36,11.12,Business,2023-06-22,1
CUST004746,310175.75,12,15.49,Business,2023-10-01,0
CUST004747,648890.62,12,6.84,Home,2024-06-04,0
CUST004748,1400164.57,36,7.98,Personal,2024-06-28,1
CUST004749,102842.05,84,9.26,Personal,2023-12-10,0
CUST004750,755715.69,24,11.16,Education,2024-06-25,0
CUST004751,635676.02,36,10.15,Auto,2025-11-08,1
CUST004752,463057.02,36,9.39,Personal,2023-03-19,0
CUST004753,164542.93,60,11.7,Home,2024-07-22,0
CUST004754,532666.53,48,15.0,Home,2025-06-10,0
CUST004755,669313.78,36,6.93,Education,2023-04-28,0
CUST004756,415861.63,84,14.46,Personal,2024-09-28,0
CUST004757,468156.28,60,7.87,Personal,2025-08-14,0
CUST004758,490470.86,36,9.57,Education,2024-02-11,0
CUST004759,753126.58,60,9.39,Auto,2023-02-20,1
CUST004760,628446.03,12,13.55,Personal,2023-10-18,0
CUST004761,630398.82,12,8.86,Business,2025-01-09,0
CUST004762,350135.22,60,11.12,Education,2023-03-23,0
CUST004763,1404010.82,12,7.7,Home,2024-01-09,0
CUST004764,204632.76,48,15.65,Personal,2024-10-10,0
CUST004765,950810.17,48,15.52,Auto,2024-03-26,1
CUST004766,266155.38,36,11.48,Auto,2024-11-20,0
CUST004767,211479.79,36,8.76,Home,2024-04-17,0
CUST004768,902424.54,120,12.75,Auto,2025-02-08,0
CUST004769,356347.33,36,6.0,Business,2025-12-14,0
CUST004770,365131.8,24,7.61,Business,2024-02-14,0
CUST004771,175329.17,60,9.55,Education,2023-09-14,0
CUST004772,716285.32,24,13.63,Business,2023-02-10,0
CUST004773,1004831.08,84,12.24,Personal,2023-09-09,0
CUST004774,559158.86,48,6.0,Home,2024-01-04,1
CUST004775,455076.31,12,9.26,Business,2023-01-29,0
CUST004776,589664.74,120,12.66,Home,2023-10-06,0
CUST004777,668557.18,36,6.0,Auto,2024-06-10,0
CUST004778,196391.91,84,14.39,Education,2023-12-27,0
CUST004779,436631.72,120,8.24,Education,2024-10-10,0
CUST004780,194369.51,48,10.38,Business,2025-01-17,0
CUST004781,104813.08,12,14.16,Business,2023-06-25,0
CUST004782,130216.75,36,10.75,Education,2023-03-01,0
CUST004783,153275.23,12,7.89,Business,2025-08-23,0
CUST004784,447787.96,48,8.15,Personal,2023-07-23,0
CUST004785,715963.29,48,13.99,Home,2024-11-27,0
CUST004786,593135.77,60,7.17,Auto,2023-03-21,0
CUST004787,982539.11,12,15.04,Auto,2025-09-17,0
CUST004788,675536.55,36,16.07,Home,2025-04-22,0
CUST004789,522968.67,48,9.2,Auto,2025-09-05,0
CUST004790,771562.4,36,10.8,Home,2025-07-01,0
CUST004791,1338943.06,48,12.27,Education,2024-04-19,1
CUST004792,155219.02,84,9.12,Auto,2024-01-19,0
CUST004793,1182929.69,48,9.33,Auto,2023-06-21,0
CUST004794,234407.6,24,10.07,Business,2024-04-29,0
CUST004795,396278.79,84,14.43,Auto,2024-08-16,0
CUST004796,737758.37,36,16.28,Personal,2023-04-22,0
CUST004797,790064.13,48,12.1,Auto,2023-05-14,0
CUST004798,752599.98,48,14.59,Personal,2023-02-23,0
CUST004799,406330.92,84,11.9,Education,2023-06-06,0
CUST004800,922141.42,84,13.97,Auto,2023-06-01,0
CUST004801,538311.85,12,12.71,Home,2024-07-20,0
CUST004802,233921.79,48,6.0,Education,2024-06-22,0
CUST004803,251500.2,84,12.63,Auto,2023-11-17,0
CUST004804,147395.25,36,11.34,Education,2024-09-17,1
CUST004805,701821.01,84,13.36,Personal,2024-07-16,1
CUST004806,267495.51,84,12.48,Education,2024-06-06,0
CUST004807,1056537.68,36,10.9,Auto,2025-09-04,1
CUST004808,440376.9,36,9.97,Personal,2023-08-06,0
CUST004809,42402.76,12,13.86,Personal,2024-09-22,0
CUST004810,482274.63,60,6.21,Business,2024-02-11,1
CUST004811,220764.44,12,11.44,Education,2025-12-13,0
CUST004812,344560.05,84,6.0,Personal,2024-11-19,0
CUST004813,449385.09,48,8.01,Personal,2023-08-28,0
CUST004814,459840.55,48,10.58,Auto,2023-09-18,0
CUST004815,514930.68,36,15.16,Auto,2025-01-25,1
CUST004816,753326.18,60,13.21,Education,2024-06-22,0
CUST004817,433329.44,60,6.0,Personal,2024-03-04,0
CUST004818,1524485.3,36,8.42,Education,2024-11-05,1
CUST004819,243987.29,12,11.71,Auto,2023-06-19,0
CUST004820,23696.54,12,14.66,Auto,2024-04-13,0
CUST004821,37508.01,12,13.25,Home,2025-05-09,0
CUST004822,557366.77,120,11.82,Home,2025-02-28,0
CUST004823,334342.77,36,12.57,Education,2025-04-21,0
CUST004824,1079615.84,24,12.25,Education,2025-11-28,0
CUST004825,616061.11,84,11.75,Auto,2023-09-09,0
CUST004826,341022.97,120,10.82,Auto,2024-08-30,0
CUST004827,19454.19,84,13.56,Personal,2024-11-03,0
CUST004828,106088.42,12,6.21,Auto,2024-03-14,0
CUST004829,162399.99,84,12.17,Education,2023-08-04,0
CUST004830,411942.99,84,13.23,Auto,2023-03-02,0
CUST004831,294210.02,24,10.32,Education,2023-02-03,0
CUST004832,624055.06,48,11.69,Business,2023-10-26,0
CUST004833,455405.08,120,10.93,Home,2025-04-18,0
CUST004834,638215.72,36,15.0,Business,2025-01-29,0
CUST004835,430685.88,84,14.79,Home,2025-03-10,0
CUST004836,304905.04,60,6.0,Home,2025-07-24,0
CUST004837,365437.68,84,15.0,Personal,2024-07-03,0
CUST004838,183503.96,24,11.94,Education,2023-07-08,1
CUST004839,75525.84,12,11.8,Business,2024-02-16,0
CUST004840,297289.24,12,8.96,Home,2025-08-06,0
CUST004841,597379.86,48,13.88,Home,2025-09-10,1
CUST004842,865033.78,84,6.89,Education,2023-01-27,1
CUST004843,125743.06,12,8.15,Auto,2024-01-31,0
CUST004844,190039.63,120,13.73,Education,2025-03-11,0
CUST004845,419437.83,60,12.04,Personal,2023-01-05,0
CUST004846,161897.55,36,6.0,Personal,2024-06-07,0
CUST004847,125869.7,48,13.65,Home,2024-10-10,0
CUST004848,257539.1,12,13.79,Education,2025-11-10,0
CUST004849,581641.06,12,9.48,Personal,2023-03-08,0
